ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
40,London,Wimbledon,03/07/18,Grand Slam,Outdoor,Grass,1st Round,5,Shapovalov D.,Chardy J.,25,46,1588,1025,6,3,3,6,7,5,6,4,,,3,1,Completed,2.1,1.72,2.1,1.65,2.2,1.67,2.15,1.79,2.2,1.79,2.13,1.72
40,London,Wimbledon,04/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Raonic M.,Millman J.,32,56,1430,931,7,6,7,6,7,6,,,,,3,0,Completed,1.12,6,1.1,5.9,1.12,6,1.11,8.05,1.15,8.4,1.11,6.72
40,London,Wimbledon,04/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Novak D.,Pouille L.,171,19,338,1835,6,4,6,2,6,7,3,6,6,2,3,2,Completed,4,1.25,3.6,1.25,3.75,1.28,3.8,1.31,4.08,1.31,3.78,1.27
40,London,Wimbledon,04/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Monfils G.,Lorenzi P.,44,86,1070,668,3,6,6,3,7,6,7,6,,,3,1,Completed,1.07,9,1.05,7.75,1.07,8,1.08,10.44,1.08,11.5,1.06,9.42
40,London,Wimbledon,04/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Medvedev D.,Garcia-Lopez G.,67,65,847,863,6,3,6,4,6,2,,,,,3,0,Completed,1.33,3.5,1.33,3.05,1.36,3.25,1.38,3.31,1.4,3.5,1.36,3.14
40,London,Wimbledon,04/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Querrey S.,Stakhovsky S.,13,109,2130,513,7,6,6,3,6,3,,,,,3,0,Completed,1.16,5,1.17,4.4,1.2,4.5,1.2,5.24,1.22,5.24,1.18,4.94
40,London,Wimbledon,04/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Albot R.,Bedene A.,98,71,586,770,6,2,4,6,7,6,5,7,6,3,3,2,Completed,3.4,1.33,3.05,1.33,3,1.4,3.19,1.41,3.4,1.42,3.1,1.38
40,London,Wimbledon,04/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Mcdonald M.,Jarry N.,103,66,554,859,7,6,5,7,3,6,6,2,11,9,3,2,Completed,1.66,2.2,1.6,2.2,1.61,2.2,1.68,2.34,1.8,2.34,1.66,2.24
40,London,Wimbledon,04/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Mannarino A.,Harrison R.,26,59,1580,920,7,5,7,5,7,6,,,,,3,0,Completed,1.44,2.75,1.42,2.65,1.44,2.75,1.5,2.8,1.52,2.99,1.45,2.77
40,London,Wimbledon,04/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Struff J.L.,Karlovic I.,64,112,865,480,6,7,3,6,7,6,7,6,13,11,3,2,Completed,2.37,1.57,2.25,1.57,2.25,1.61,2.37,1.66,2.41,1.67,2.3,1.62
40,London,Wimbledon,04/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Federer R.,Lacko L.,2,73,8720,752,6,4,6,4,6,1,,,,,3,0,Completed,1.02,19,1.01,11.5,1.02,15,1.02,22.73,1.03,27.25,1.02,17.49
40,London,Wimbledon,05/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Tiafoe F.,Benneteau J.,52,63,985,876,4,6,6,3,6,4,6,2,,,3,1,Completed,2,1.8,1.95,1.75,2,1.8,2.02,1.88,2.05,1.95,1.97,1.85
40,London,Wimbledon,05/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Simon G.,Berrettini M.,53,81,950,721,6,3,7,6,6,2,,,,,3,0,Completed,1.44,2.75,1.38,2.8,1.4,3,1.43,3.08,1.45,3.14,1.4,2.97
40,London,Wimbledon,05/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,De Minaur A.,Herbert P.H.,80,72,723,754,6,2,6,7,7,5,6,3,,,3,1,Completed,1.8,2,1.75,1.95,1.8,2,1.88,2.02,1.89,2.1,1.82,2.01
40,London,Wimbledon,05/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Kohlschreiber P.,Muller G.,27,60,1575,915,7,6,7,6,7,6,,,,,3,0,Completed,1.44,2.75,1.4,2.75,1.44,2.75,1.47,2.93,1.5,3,1.43,2.83
40,London,Wimbledon,05/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Pella G.,Cilic M.,82,5,710,5060,3,6,1,6,6,4,7,6,7,5,3,2,Completed,13,1.04,10,1.02,10,1.04,18.03,1.03,20,1.05,14.07,1.03
40,London,Wimbledon,05/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Nadal R.,Kukushkin M.,1,77,8770,734,6,4,6,3,6,4,,,,,3,0,Completed,1.04,13,1.04,8.5,1.07,8,1.07,10.68,1.09,13,1.06,9.55
40,London,Wimbledon,05/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Anderson K.,Seppi A.,8,50,3635,996,6,3,6,7,6,3,6,4,,,3,1,Completed,1.25,4,1.24,3.65,1.28,3.75,1.29,4.05,1.29,4.2,1.26,3.91
40,London,Wimbledon,05/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Tsitsipas S.,Donaldson J.,35,54,1254,945,6,3,6,2,3,6,4,6,6,3,3,2,Completed,1.61,2.25,1.6,2.2,1.61,2.25,1.65,2.4,1.7,2.4,1.63,2.29
40,London,Wimbledon,05/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Fabbiano T.,Wawrinka S.,133,224,424,255,7,6,6,3,7,6,,,,,3,0,Completed,3.5,1.3,3.35,1.28,3.25,1.33,3.59,1.34,3.7,1.35,3.49,1.31
40,London,Wimbledon,05/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Isner J.,Bemelmans R.,10,104,3045,545,6,1,6,4,6,7,6,7,7,5,3,2,Completed,1.25,4,1.22,3.85,1.25,4,1.24,4.55,1.28,4.55,1.24,4.09
40,London,Wimbledon,05/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Kyrgios N.,Haase R.,18,43,1855,1075,6,3,6,4,7,5,,,,,3,0,Completed,1.16,5,1.14,5,1.17,5.5,1.17,6.02,1.2,6.02,1.16,5.32
40,London,Wimbledon,05/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Zeballos H.,21,126,1715,438,6,1,6,2,6,3,,,,,3,0,Completed,1.01,23,1.01,11.5,1.01,21,1.02,24.52,1.03,29.75,1.01,18.53
40,London,Wimbledon,05/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Khachanov K.,Baghdatis M.,40,95,1130,599,6,3,6,4,3,6,6,7,7,5,3,2,Completed,1.3,3.5,1.25,3.6,1.28,3.75,1.27,4.23,1.3,4.23,1.26,3.89
40,London,Wimbledon,05/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Ebden M.,Robert S.,51,158,989,359,6,3,7,6,4,6,6,1,,,3,1,Completed,1.2,4.5,1.14,5,1.17,5,1.16,6.16,1.2,6.16,1.15,5.48
40,London,Wimbledon,05/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Vesely J.,Schwartzman D.,93,11,640,2435,6,3,6,4,7,6,,,,,3,0,Completed,1.8,2,1.8,1.9,1.91,1.91,1.88,2.02,1.95,2.02,1.86,1.95
40,London,Wimbledon,05/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Gulbis E.,Dzumhur D.,138,23,402,1665,2,6,6,4,6,3,1,6,6,3,3,2,Completed,2.75,1.44,2.95,1.35,3,1.4,3.05,1.43,3.3,1.45,3.02,1.39
40,London,Wimbledon,05/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Paire B.,Shapovalov D.,47,25,1010,1588,0,6,6,2,6,4,7,6,,,3,1,Completed,3.25,1.36,2.95,1.35,3,1.4,3.19,1.41,3.25,1.45,3.08,1.38
40,London,Wimbledon,05/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Nishikori K.,Tomic B.,28,184,1530,308,2,6,6,3,7,6,7,5,,,3,1,Completed,1.5,2.62,1.45,2.55,1.53,2.5,1.46,2.93,1.54,2.93,1.47,2.72
40,London,Wimbledon,05/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Del Potro J.M.,Lopez F.,4,70,5080,780,6,4,6,1,6,2,,,,,3,0,Completed,1.3,3.5,1.28,3.35,1.33,3.4,1.34,3.63,1.39,3.63,1.33,3.36
40,London,Wimbledon,05/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Edmund K.,Klahn B.,17,168,1950,342,6,4,7,6,6,2,,,,,3,0,Completed,1.14,5.5,1.13,5.2,1.14,5.5,1.14,6.62,1.17,6.62,1.14,5.81
40,London,Wimbledon,05/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Fognini F.,Bolelli S.,16,154,2030,370,6,3,6,4,6,1,,,,,3,0,Completed,1.53,2.5,1.5,2.4,1.57,2.37,1.53,2.69,1.6,2.69,1.54,2.49
40,London,Wimbledon,06/07/18,Grand Slam,Outdoor,Grass,2nd Round,5,Zverev A.,Fritz T.,3,68,5755,839,6,4,5,7,6,7,6,1,6,2,3,2,Completed,1.12,6,1.1,5.9,1.12,6,1.13,7.38,1.16,7.6,1.12,6.26
40,London,Wimbledon,06/07/18,Grand Slam,Outdoor,Grass,3rd Round,5,Anderson K.,Kohlschreiber P.,8,27,3635,1575,6,3,7,5,7,5,,,,,3,0,Completed,1.36,3.2,1.32,3.1,1.33,3.4,1.38,3.36,1.41,3.4,1.36,3.18
40,London,Wimbledon,06/07/18,Grand Slam,Outdoor,Grass,3rd Round,5,Monfils G.,Querrey S.,44,13,1070,2130,5,7,6,4,6,4,6,2,,,3,1,Completed,2.75,1.44,2.65,1.42,2.62,1.44,3,1.46,3,1.49,2.81,1.44
40,London,Wimbledon,06/07/18,Grand Slam,Outdoor,Grass,3rd Round,5,Mannarino A.,Medvedev D.,26,67,1580,847,6,4,6,3,4,6,5,7,6,3,3,2,Completed,2,1.8,1.95,1.75,2,1.8,2.04,1.88,2.13,1.88,2.02,1.8
40,London,Wimbledon,06/07/18,Grand Slam,Outdoor,Grass,3rd Round,5,Tsitsipas S.,Fabbiano T.,35,133,1254,424,6,2,6,1,6,4,,,,,3,0,Completed,1.4,3,1.35,2.95,1.4,3,1.42,3.17,1.43,3.2,1.39,3.02
40,London,Wimbledon,06/07/18,Grand Slam,Outdoor,Grass,3rd Round,5,Isner J.,Albot R.,10,98,3045,586,6,3,6,3,6,4,,,,,3,0,Completed,1.16,5,1.14,5,1.14,5.5,1.15,6.61,1.18,6.61,1.15,5.54
40,London,Wimbledon,06/07/18,Grand Slam,Outdoor,Grass,3rd Round,5,Federer R.,Struff J.L.,2,64,8720,865,6,3,7,5,6,2,,,,,3,0,Completed,1.02,17,1.01,11.5,1.02,15,1.03,21.1,1.03,24.75,1.02,16.2
40,London,Wimbledon,06/07/18,Grand Slam,Outdoor,Grass,3rd Round,5,Mcdonald M.,Pella G.,103,82,554,710,6,4,6,4,7,6,,,,,3,0,Completed,2.2,1.66,2.15,1.62,2.2,1.67,2.33,1.69,2.33,1.71,2.23,1.67
40,London,Wimbledon,07/07/18,Grand Slam,Outdoor,Grass,3rd Round,5,Del Potro J.M.,Paire B.,4,47,5080,1010,6,4,7,6,6,3,,,,,3,0,Completed,1.11,7,1.1,5.9,1.11,6.5,1.12,8.03,1.13,8.4,1.11,6.83
40,London,Wimbledon,07/07/18,Grand Slam,Outdoor,Grass,3rd Round,5,Simon G.,Ebden M.,53,51,950,989,6,1,6,7,6,3,7,6,,,3,1,Completed,2.2,1.66,2.15,1.62,2.2,1.67,2.36,1.68,2.36,1.73,2.26,1.65
40,London,Wimbledon,07/07/18,Grand Slam,Outdoor,Grass,3rd Round,5,Raonic M.,Novak D.,32,171,1430,338,7,6,4,6,7,5,6,2,,,3,1,Completed,1.08,9,1.14,5,1.07,8,1.09,9.59,1.09,9.85,1.07,8.54
40,London,Wimbledon,07/07/18,Grand Slam,Outdoor,Grass,3rd Round,5,Nadal R.,De Minaur A.,1,80,8770,723,6,1,6,2,6,4,,,,,3,0,Completed,1.1,8,1.07,7,1.08,7.5,1.1,9.05,1.1,9.6,1.08,7.88
40,London,Wimbledon,07/07/18,Grand Slam,Outdoor,Grass,3rd Round,5,Vesely J.,Fognini F.,93,16,640,2030,7,6,3,6,6,3,6,2,,,3,1,Completed,2.5,1.53,2.4,1.5,2.5,1.53,2.65,1.56,2.65,1.6,2.5,1.54
40,London,Wimbledon,07/07/18,Grand Slam,Outdoor,Grass,3rd Round,5,Gulbis E.,Zverev A.,138,3,402,5755,7,6,4,6,5,7,6,3,6,0,3,2,Completed,5.5,1.14,4.6,1.16,5,1.17,5.77,1.18,5.77,1.19,5.24,1.16
40,London,Wimbledon,07/07/18,Grand Slam,Outdoor,Grass,3rd Round,5,Khachanov K.,Tiafoe F.,40,52,1130,985,4,6,4,6,7,6,6,2,6,1,3,2,Completed,1.61,2.3,1.57,2.25,1.61,2.25,1.63,2.47,1.65,2.5,1.6,2.35
40,London,Wimbledon,07/07/18,Grand Slam,Outdoor,Grass,3rd Round,5,Djokovic N.,Edmund K.,21,17,1715,1950,4,6,6,3,6,2,6,4,,,3,1,Completed,1.25,4,1.24,3.65,1.28,3.75,1.27,4.26,1.3,4.28,1.25,3.98
40,London,Wimbledon,07/07/18,Grand Slam,Outdoor,Grass,3rd Round,3,Nishikori K.,Kyrgios N.,28,18,1530,1855,6,1,7,6,6,4,,,,,3,0,Completed,3,1.4,2.8,1.38,3,1.4,2.95,1.47,3.25,1.49,2.96,1.41
40,London,Wimbledon,09/07/18,Grand Slam,Outdoor,Grass,4th Round,5,Federer R.,Mannarino A.,2,26,8720,1580,6,0,7,5,6,4,,,,,3,0,Completed,1.02,19,1.01,11.5,1.03,15,1.03,21.1,1.04,24.55,1.02,16.15
40,London,Wimbledon,09/07/18,Grand Slam,Outdoor,Grass,4th Round,5,Raonic M.,Mcdonald M.,32,103,1430,554,6,3,6,4,6,7,6,2,,,3,1,Completed,1.11,7,1.09,6.25,1.1,7,1.1,9.31,1.12,9.31,1.1,7.48
40,London,Wimbledon,09/07/18,Grand Slam,Outdoor,Grass,4th Round,5,Nishikori K.,Gulbis E.,28,138,1530,402,4,6,7,6,7,6,6,1,,,3,1,Completed,1.25,3.75,1.24,3.65,1.28,3.75,1.3,4.02,1.32,4.1,1.27,3.83
40,London,Wimbledon,09/07/18,Grand Slam,Outdoor,Grass,4th Round,5,Isner J.,Tsitsipas S.,10,35,3045,1254,6,4,7,6,7,6,,,,,3,0,Completed,1.5,2.62,1.47,2.5,1.5,2.62,1.5,2.85,1.53,2.85,1.5,2.65
40,London,Wimbledon,09/07/18,Grand Slam,Outdoor,Grass,4th Round,5,Anderson K.,Monfils G.,8,44,3635,1070,7,6,7,6,5,7,7,6,,,3,1,Completed,1.61,2.2,1.57,2.25,1.57,2.37,1.57,2.6,1.74,2.6,1.62,2.33
40,London,Wimbledon,09/07/18,Grand Slam,Outdoor,Grass,4th Round,5,Nadal R.,Vesely J.,1,93,8770,640,6,3,6,3,6,4,,,,,3,0,Completed,1.08,9,1.06,7.25,1.08,7.5,1.07,12.18,1.1,12.18,1.07,9.05
40,London,Wimbledon,09/07/18,Grand Slam,Outdoor,Grass,4th Round,5,Djokovic N.,Khachanov K.,21,40,1715,1130,6,4,6,2,6,2,,,,,3,0,Completed,1.11,7,1.11,5.6,1.12,6,1.12,7.83,1.15,7.83,1.12,6.43
40,London,Wimbledon,10/07/18,Grand Slam,Outdoor,Grass,4th Round,5,Del Potro J.M.,Simon G.,4,53,5080,950,7,6,7,6,5,7,7,6,,,3,1,Completed,1.12,6,1.12,5.4,1.12,6,1.12,8.03,1.15,8.5,1.12,6.58
40,London,Wimbledon,11/07/18,Grand Slam,Outdoor,Grass,Quarterfinals,5,Djokovic N.,Nishikori K.,21,28,1715,1530,6,3,3,6,6,2,6,2,,,3,1,Completed,1.12,6,1.12,5.4,1.14,5.5,1.15,6.7,1.17,6.95,1.14,6.11
40,London,Wimbledon,11/07/18,Grand Slam,Outdoor,Grass,Quarterfinals,5,Anderson K.,Federer R.,8,2,3635,8720,2,6,6,7,7,5,6,4,13,11,3,2,Completed,10,1.07,7.75,1.05,8,1.07,9.52,1.09,12.6,1.1,9.1,1.07
40,London,Wimbledon,11/07/18,Grand Slam,Outdoor,Grass,Quarterfinals,5,Nadal R.,Del Potro J.M.,1,4,8770,5080,7,5,6,7,4,6,6,4,6,4,3,2,Completed,1.36,3.2,1.35,2.95,1.4,3,1.41,3.24,1.43,3.35,1.37,3.18
40,London,Wimbledon,11/07/18,Grand Slam,Outdoor,Grass,Quarterfinals,5,Isner J.,Raonic M.,10,32,3045,1430,6,7,7,6,6,4,6,3,,,3,1,Completed,2.2,1.66,2.15,1.62,2.2,1.67,2.38,1.67,2.38,1.72,2.27,1.66
40,London,Wimbledon,13/07/18,Grand Slam,Outdoor,Grass,Semifinals,5,Anderson K.,Isner J.,8,10,3635,3045,7,6,6,7,6,7,6,4,26,24,3,2,Completed,2,1.8,1.95,1.75,2,1.8,2.15,1.82,2.15,1.93,2.01,1.84
40,London,Wimbledon,14/07/18,Grand Slam,Outdoor,Grass,Semifinals,5,Djokovic N.,Nadal R.,21,1,1715,8770,6,4,3,6,7,6,3,6,10,8,3,2,Completed,1.9,1.9,1.95,1.75,2,1.8,2.05,1.9,2.05,1.95,1.97,1.87
40,London,Wimbledon,15/07/18,Grand Slam,Outdoor,Grass,The Final,5,Djokovic N.,Anderson K.,21,8,1715,3635,6,2,6,2,7,6,,,,,3,0,Completed,1.16,5,1.17,4.4,1.2,4.5,1.21,5.3,1.25,5.6,1.19,4.95
